filename, language, JavaScript, Markdown, JSON, Properties, Batch, Groovy, Objective-C, C++, Shell Script, Diff, Ruby, XML, Java, comment, blank, total
/Users/mikaelderagon/git/sembly/vendor/firebase/functions/.eslintrc.json, JSON, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 37, 124
/Users/mikaelderagon/git/sembly/vendor/firebase/functions/index.js, JavaScript, 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 91, 618
/Users/mikaelderagon/git/sembly/vendor/firebase/functions/package-lock.json, JSON, 0, 0, 3753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3754
/Users/mikaelderagon/git/sembly/vendor/firebase/functions/package.json, JSON, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
/Users/mikaelderagon/git/sembly/vendor/firebase/sembly-staging-firebase-adminsdk-u7rmq-4a1cf8404f.json, JSON, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
/Users/mikaelderagon/git/sembly/vendor/firebase/setup_credentials.sh, Shell Script, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/README.md, Markdown, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 419
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/build.gradle, Groovy, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/AndroidManifest.xml, XML, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 19, 2, 25
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBAccessTokenModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 38, 12, 95
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBActivityEventListener.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 7, 41
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBAppEventsLoggerModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 162, 22, 273
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBGameRequestDialogModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 32, 12, 95
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBGraphRequestModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 29, 26, 284
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBLoginButtonManager.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 19, 15, 72
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBLoginManagerModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 51, 19, 157
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBMessageDialogModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 37, 13, 112
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBSDKCallbackManagerBaseJavaModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 8, 42
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBSDKPackage.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 19, 8, 59
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBSendButtonManager.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 8, 52
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBShareAPIModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 36, 12, 107
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBShareButtonManager.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 19, 9, 54
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/FBShareDialogModule.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 19, 15, 107
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/RCTLoginButton.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 23, 12, 138
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/ReactNativeFacebookSDKCallback.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 23, 8, 59
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/android/src/main/java/com/facebook/reactnative/androidsdk/Utility.java, Java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 282, 24, 28, 334
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTConvert+FBSDKAccessToken.h, C++, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 17, 6, 28
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTConvert+FBSDKAccessToken.m, Objective-C, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 17, 5, 42
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTFBSDKAccessToken.h, C++, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 17, 4, 25
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTFBSDKAccessToken.m, Objective-C, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 17, 14, 80
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTFBSDKAppEvents.h, C++, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 17, 4, 25
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTFBSDKAppEvents.m, Objective-C, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 17, 27, 135
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTFBSDKGraphRequestConnectionContainer.h, C++, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 35, 7, 51
/Users/mikaelderagon/git/sembly/vendor/react-native-fbsdk/ios/RCTFBSDK/core/RCTFBSDKGraphRequestConnectionContainer.m, Objective-C, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 17, 16, 125
